2011 Statistical Area Level 1  (SA1) 7-Digit Code,Usual Resident Population,Score,Ranking within Australia Rank,Ranking within Australia Decile, Ranking within Australia Percentile,Ranking within State or Territory State,Ranking within State or Territory Rank,Ranking within State or Territory Decile,Ranking within State or Territory Percentile
7100703,444,1097,45746,9,88,NT,436,10,92
7100704,343,1018,25829,5,50,NT,260,6,55
7100705,383,1121,50109,10,96,NT,456,10,97
7100706,362,1085,43028,9,82,NT,415,9,88
7100801,823,1107,47914,10,92,NT,445,10,94
7100802,580,1047,33269,7,64,NT,332,7,70
7100803,450,1045,32624,7,63,NT,326,7,69
7100804,438,1058,36146,7,69,NT,361,8,77
7100805,828,1087,43441,9,83,NT,419,9,89
7100806,189,1040,31262,6,60,NT,307,7,65
7100807,441,1059,36327,7,70,NT,364,8,77
7100901,501,1140,52031,10,99,NT,471,10,100
7100902,850,1119,49822,10,95,NT,454,10,96
7100903,573,1127,50929,10,97,NT,463,10,98
7100905,451,1135,51697,10,99,NT,468,10,99
7100906,266,966,15369,3,30,NT,189,4,40
7101001,292,986,18935,4,37,NT,208,5,44
7101002,466,1020,26225,5,50,NT,267,6,57
7101003,593,1018,25818,5,50,NT,259,6,55
7101004,384,1006,23093,5,44,NT,242,6,51
7101005,389,984,18437,4,36,NT,205,5,44
7101101,553,1035,30128,6,58,NT,298,7,63
7101102,293,1040,31286,6,60,NT,308,7,65
7101103,428,1031,29075,6,56,NT,289,7,61
7101104,544,1000,21815,5,42,NT,234,5,50
7101105,592,1019,26018,5,50,NT,264,6,56
7101201,534,941,11779,3,23,NT,165,4,35
7101203,248,912,8392,2,16,NT,148,4,32
7101204,828,1129,51158,10,98,NT,466,10,99
7101205,212,1112,48701,10,93,NT,449,10,95
7101301,530,1085,43019,9,82,NT,414,9,88
7101302,597,1091,44369,9,85,NT,426,9,90
7101303,434,1106,47563,10,91,NT,442,10,94
7101304,548,1063,37354,8,72,NT,372,8,79
7101305,516,1018,25908,5,50,NT,261,6,55
7101306,411,1056,35528,7,68,NT,356,8,75
7101601,565,768,1439,1,3,NT,112,3,24
7101602,536,1076,40773,8,78,NT,395,9,84
7101603,756,960,14429,3,28,NT,181,4,39
7101604,459,962,14751,3,29,NT,183,4,39
7101605,484,1013,24670,5,47,NT,251,6,53
7101801,538,1043,32231,7,62,NT,320,7,68
7101802,484,1060,36554,7,70,NT,366,8,78
7101803,374,1044,32386,7,62,NT,323,7,69
7101804,424,998,21256,5,41,NT,228,5,49
7101901,614,1003,22342,5,43,NT,238,6,51
7101902,450,1025,27423,6,53,NT,279,6,59
7101903,553,972,16472,4,32,NT,192,5,41
7101904,483,973,16510,4,32,NT,194,5,41
7101905,358,918,9015,2,18,NT,151,4,32
7101906,498,942,11877,3,23,NT,166,4,35
7101907,345,989,19582,4,38,NT,217,5,46
7101908,479,960,14380,3,28,NT,179,4,38
7101909,604,974,16810,4,32,NT,195,5,42
7101910,458,941,11753,3,23,NT,164,4,35
7102001,704,1049,33871,7,65,NT,339,8,72
7102002,727,1051,34395,7,66,NT,342,8,73
7102003,642,1086,43293,9,83,NT,417,9,88
7102004,434,1048,33571,7,64,NT,336,8,71
7102005,439,1094,45077,9,86,NT,430,10,91
7102006,629,1088,43621,9,83,NT,421,9,89
7102007,651,1080,41742,8,80,NT,404,9,86
7102008,472,1000,21652,5,42,NT,232,5,49
7102101,942,1108,47939,10,92,NT,446,10,94
7102103,139,922,9497,2,19,NT,156,4,33
7102104,984,1123,50482,10,97,NT,459,10,97
7102201,327,1100,46467,9,89,NT,439,10,93
7102202,663,1055,35210,7,67,NT,353,8,75
7102203,441,980,17690,4,34,NT,199,5,42
7102204,478,984,18519,4,36,NT,206,5,44
7102205,409,963,14943,3,29,NT,186,4,40
7102206,430,998,21213,5,41,NT,227,5,48
7102209,425,1048,33486,7,64,NT,335,8,71
7102210,406,1074,40153,8,77,NT,388,9,82
7102211,372,716,857,1,2,NT,105,3,23
7102212,447,927,10078,2,20,NT,159,4,34
7102213,331,956,13856,3,27,NT,177,4,38
7102301,523,1053,34817,7,67,NT,348,8,74
7102302,687,1029,28466,6,55,NT,284,6,60
7102303,300,998,21322,5,41,NT,230,5,49
7102304,366,988,19392,4,37,NT,214,5,46
7102305,588,978,17441,4,34,NT,197,5,42
7102401,417,1019,25936,5,50,NT,262,6,56
7102402,491,1047,33090,7,63,NT,331,7,70
7102403,355,1062,37139,8,71,NT,368,8,78
7102404,314,999,21625,5,42,NT,231,5,49
7102405,455,953,13455,3,26,NT,175,4,37
7102501,289,1058,36236,7,69,NT,362,8,77
7102502,400,1044,32393,7,62,NT,324,7,69
7102503,258,1080,41810,8,80,NT,405,9,86
7102504,407,997,21147,5,41,NT,226,5,48
7102505,695,1055,35224,7,67,NT,354,8,75
7102506,445,1051,34199,7,66,NT,341,8,72
7102507,445,1048,33405,7,64,NT,333,8,71
7102508,356,920,9276,2,18,NT,154,4,33
7102509,358,1053,34882,7,67,NT,350,8,74
7102601,559,1032,29194,6,56,NT,292,7,62
7102603,846,1060,36631,7,70,NT,367,8,78
7102604,463,1041,31725,7,61,NT,313,7,66
7102605,633,1072,39765,8,76,NT,386,9,82
7102606,768,1035,29972,6,58,NT,297,7,63
7102701,473,1010,23973,5,46,NT,248,6,53
7102702,431,956,13787,3,27,NT,176,4,38
7102703,383,1049,33759,7,65,NT,338,8,72
7102704,617,1001,21949,5,42,NT,235,5,50
7102705,477,1057,35764,7,69,NT,358,8,76
7102706,133,1045,32812,7,63,NT,327,7,69
7102801,516,975,16852,4,33,NT,196,5,42
7102802,459,1034,29886,6,57,NT,295,7,63
7102803,511,1013,24735,5,48,NT,252,6,54
7102804,621,942,11936,3,23,NT,167,4,36
7102901,578,985,18759,4,36,NT,207,5,44
7102902,348,1074,40309,8,77,NT,390,9,83
7102903,463,1058,36074,7,69,NT,360,8,76
7102904,385,1044,32351,7,62,NT,321,7,68
7103001,441,1039,31036,6,60,NT,305,7,65
7103002,388,1030,28898,6,55,NT,287,7,61
7103003,409,1002,22156,5,43,NT,236,5,50
7103004,480,1068,38630,8,74,NT,381,9,81
7103005,447,1042,31794,7,61,NT,314,7,67
7103006,203,1042,32014,7,61,NT,317,7,67
7103007,257,1079,41583,8,80,NT,403,9,85
7103101,500,1108,47949,10,92,NT,447,10,95
7103102,81,488,132,1,1,NT,47,1,10
7103103,196,987,19094,4,37,NT,210,5,45
7103104,318,1021,26492,6,51,NT,271,6,58
7103105,406,1030,28785,6,55,NT,286,7,61
7103106,613,1080,41847,8,80,NT,406,9,86
7103109,401,1075,40457,8,77,NT,394,9,83
7103110,293,1019,26129,5,50,NT,266,6,57
7103111,242,1059,36260,7,69,NT,363,8,77
7103112,377,1054,35140,7,67,NT,352,8,75
7103201,367,1017,25604,5,49,NT,257,6,55
7103202,504,1033,29616,6,57,NT,294,7,62
7103203,745,1036,30310,6,58,NT,300,7,64
7103204,1127,1042,31902,7,61,NT,315,7,67
7103205,438,1038,30704,6,59,NT,303,7,64
7103206,569,988,19419,4,37,NT,215,5,46
7103207,418,1027,27914,6,54,NT,281,6,60
7103208,310,1024,27391,6,53,NT,278,6,59
7103209,495,1016,25244,5,49,NT,255,6,54
7103210,556,1091,44361,9,85,NT,425,9,90
7103211,714,1055,35348,7,68,NT,355,8,75
7103212,546,1063,37385,8,72,NT,373,8,79
7103213,409,1066,38251,8,73,NT,377,8,80
7103214,608,1004,22533,5,43,NT,239,6,51
7103401,415,1031,29050,6,56,NT,288,7,61
7103402,395,1046,33085,7,63,NT,330,7,70
7103403,398,1066,38204,8,73,NT,376,8,80
7103404,624,1046,33072,7,63,NT,329,7,70
7103405,344,1028,28355,6,54,NT,282,6,60
7103406,678,1038,30718,6,59,NT,304,7,65
7103502,254,948,12631,3,25,NT,170,4,36
7103503,735,995,20655,4,40,NT,223,5,47
7103504,693,963,14863,3,29,NT,184,4,39
7103505,564,1008,23391,5,45,NT,243,6,52
7103506,637,989,19602,4,38,NT,218,5,46
7103507,527,990,19706,4,38,NT,219,5,47
7103508,230,1002,22225,5,43,NT,237,5,50
7103601,643,1021,26637,6,51,NT,272,6,58
7103602,350,1043,32155,7,62,NT,319,7,68
7103603,523,1017,25679,5,49,NT,258,6,55
7103604,683,1052,34501,7,66,NT,343,8,73
7103605,368,1081,42110,9,81,NT,409,9,87
7103606,627,1023,26973,6,52,NT,274,6,58
7103701,619,1050,34054,7,65,NT,340,8,72
7103702,697,1016,25396,5,49,NT,256,6,54
7103703,495,906,7844,2,15,NT,146,4,31
7103704,417,987,19201,4,37,NT,213,5,45
7103705,448,947,12562,3,24,NT,169,4,36
7103706,279,1095,45349,9,87,NT,432,10,91
7103801,716,1113,48898,10,94,NT,450,10,95
7103802,671,1104,47225,9,90,NT,440,10,93
7103803,647,1091,44306,9,85,NT,424,9,90
7103804,472,1081,42113,9,81,NT,410,9,87
7103805,461,1119,49929,10,95,NT,455,10,96
7103806,229,1125,50771,10,97,NT,461,10,98
7103807,73,938,11407,3,22,NT,162,4,35
7103809,372,1115,49298,10,94,NT,452,10,96
7103901,391,868,4884,1,10,NT,132,3,28
7103902,356,689,678,1,2,NT,100,3,22
7103903,447,889,6337,2,13,NT,139,3,30
7103904,499,919,9140,2,18,NT,152,4,33
7103905,578,1020,26249,5,50,NT,268,6,57
7103906,455,1036,30254,6,58,NT,299,7,63
7103907,590,950,12974,3,25,NT,172,4,37
7104001,420,713,840,1,2,NT,103,3,22
7104002,401,764,1384,1,3,NT,111,3,24
7104003,657,927,10000,2,20,NT,158,4,34
7104004,482,996,20799,4,40,NT,225,5,48
7104005,544,837,3294,1,7,NT,122,3,26
7104006,687,993,20320,4,39,NT,222,5,47
7104101,346,1097,45646,9,87,NT,435,10,92
7104102,524,1088,43622,9,83,NT,422,9,89
7104103,1407,1086,43120,9,83,NT,416,9,88
7104104,69,968,15733,3,30,NT,191,5,41
7104105,397,1100,46277,9,89,NT,438,10,93
7104106,444,1093,44895,9,86,NT,429,10,91
7104107,254,1082,42244,9,81,NT,411,9,87
7104108,488,1132,51457,10,98,NT,467,10,99
7104109,187,1073,40040,8,77,NT,387,9,82
7104301,395,1077,40969,8,78,NT,397,9,84
7104302,449,1026,27804,6,53,NT,280,6,59
7104303,239,1060,36531,7,70,NT,365,8,77
7104304,545,1097,45640,9,87,NT,434,10,92
7104305,1149,1105,47458,10,91,NT,441,10,93
7104306,972,1108,48019,10,92,NT,448,10,95
7104401,633,983,18392,4,35,NT,203,5,43
7104402,658,1024,27379,6,53,NT,277,6,59
7104403,462,978,17454,4,34,NT,198,5,42
7104404,213,1008,23421,5,45,NT,244,6,52
7104405,365,847,3701,1,8,NT,127,3,27
7104406,703,1035,29969,6,58,NT,296,7,63
7104407,389,991,19861,4,38,NT,220,5,47
7104502,466,1057,35781,7,69,NT,359,8,76
7104503,400,1041,31644,7,61,NT,312,7,66
7104504,571,1024,27164,6,52,NT,276,6,59
7104505,504,1053,34794,7,67,NT,347,8,74
7104506,176,456,88,1,1,NT,34,1,8
7104507,258,1031,29147,6,56,NT,290,7,62
7104508,342,1004,22673,5,44,NT,240,6,51
7104509,504,987,19190,4,37,NT,212,5,45
7104510,349,922,9443,2,18,NT,155,4,33
7104511,389,963,14917,3,29,NT,185,4,39
7104512,246,1000,21735,5,42,NT,233,5,50
7104513,124,521,181,1,1,NT,60,2,13
7104601,397,957,14034,3,27,NT,178,4,38
7104602,340,1041,31616,7,61,NT,311,7,66
7104603,490,1032,29245,6,56,NT,293,7,62
7104604,261,1116,49376,10,94,NT,453,10,96
7104605,362,1079,41500,8,79,NT,401,9,85
7104606,411,1063,37348,8,72,NT,371,8,79
7104608,424,1042,31905,7,61,NT,316,7,67
7104609,483,1023,27081,6,52,NT,275,6,58
7104610,498,961,14541,3,28,NT,182,4,39
7104611,403,989,19465,4,38,NT,216,5,46
7104612,531,1006,23092,5,44,NT,241,6,51
7104613,198,1086,43306,9,83,NT,418,9,89
7104614,207,449,77,1,1,NT,30,1,7
7104615,209,1040,31454,6,60,NT,310,7,66
7104702,91,651,505,1,1,NT,95,3,21
7104703,519,1053,34851,7,67,NT,349,8,74
7104704,442,1039,31154,6,60,NT,306,7,65
7104705,565,1037,30469,6,58,NT,302,7,64
7104706,537,1008,23551,5,45,NT,245,6,52
7104707,450,1048,33465,7,64,NT,334,8,71
7104708,602,1013,24662,5,47,NT,250,6,53
7104709,667,992,20113,4,39,NT,221,5,47
7104710,637,986,18938,4,37,NT,209,5,45
7104802,546,982,18147,4,35,NT,202,5,43
7104803,748,897,7008,2,14,NT,142,3,30
7104804,666,1015,25088,5,48,NT,253,6,54
7104805,409,1010,23971,5,46,NT,247,6,53
7104806,477,1122,50259,10,96,NT,458,10,97
7104807,844,1019,26097,5,50,NT,265,6,56
7104808,333,1015,25120,5,48,NT,254,6,54
7104809,371,1062,37182,8,71,NT,369,8,78
7104810,280,1094,45103,9,86,NT,431,10,91
7104811,370,1082,42311,9,81,NT,413,9,87
7104901,294,902,7491,2,15,NT,145,4,31
7104902,232,981,18004,4,35,NT,201,5,43
7104903,466,1126,50866,10,97,NT,462,10,98
7104904,548,1141,52095,10,100,NT,472,10,100
7104905,448,1100,46254,9,88,NT,437,10,93
7104907,361,1053,34928,7,67,NT,351,8,74
7104908,385,980,17708,4,34,NT,200,5,43
7104909,418,933,10713,3,21,NT,161,4,34
7104910,490,1074,40367,8,77,NT,391,9,83
7105001,48,941,11689,3,23,NT,163,4,35
7105002,835,1019,25954,5,50,NT,263,6,56
7105003,297,715,849,1,2,NT,104,3,22
7105004,298,508,158,1,1,NT,54,2,12
7105006,163,537,211,1,1,NT,70,2,15
7105007,267,844,3584,1,7,NT,126,3,27
7105101,432,1079,41512,8,79,NT,402,9,85
7105103,162,1052,34529,7,66,NT,344,8,73
7105104,474,952,13287,3,26,NT,174,4,37
7105105,320,1107,47899,10,92,NT,444,10,94
7105106,512,915,8693,2,17,NT,149,4,32
7105107,181,471,105,1,1,NT,37,1,8
7105109,173,1070,39239,8,75,NT,384,9,81
7105201,93,743,1107,1,3,NT,108,3,23
7105203,276,370,24,1,1,NT,12,1,3
7105204,557,568,272,1,1,NT,78,2,17
7105206,200,572,282,1,1,NT,80,2,17
7105207,186,522,184,1,1,NT,62,2,14
7105208,142,394,31,1,1,NT,17,1,4
7105209,364,391,30,1,1,NT,16,1,4
7105213,515,427,57,1,1,NT,25,1,6
7105215,204,852,3964,1,8,NT,130,3,28
7105216,420,746,1149,1,3,NT,109,3,23
7105302,208,564,262,1,1,NT,76,2,17
7105303,454,426,55,1,1,NT,24,1,6
7105305,417,524,188,1,1,NT,64,2,14
7105306,149,542,216,1,1,NT,72,2,16
7105307,69,505,154,1,1,NT,52,2,11
7105308,157,461,93,1,1,NT,36,1,8
7105312,239,660,544,1,2,NT,98,3,21
7105313,623,719,890,1,2,NT,106,3,23
7105314,236,473,106,1,1,NT,38,1,9
7105401,686,618,404,1,1,NT,91,2,20
7105403,220,502,150,1,1,NT,49,2,11
7105404,205,512,169,1,1,NT,57,2,13
7105405,253,451,82,1,1,NT,32,1,7
7105406,124,795,1934,1,4,NT,116,3,25
7105407,197,376,26,1,1,NT,14,1,3
7105408,107,307,8,1,1,NT,7,1,2
7105409,112,352,20,1,1,NT,10,1,3
7105410,166,698,730,1,2,NT,102,3,22
7105501,158,762,1358,1,3,NT,110,3,24
7105502,283,828,2911,1,6,NT,121,3,26
7105503,318,657,533,1,2,NT,96,3,21
7105504,535,478,112,1,1,NT,41,1,9
7105505,217,605,366,1,1,NT,89,2,19
7105506,206,382,29,1,1,NT,15,1,4
7105507,441,480,116,1,1,NT,43,1,10
7105508,94,451,81,1,1,NT,31,1,7
7105509,57,503,151,1,1,NT,50,2,11
7105510,346,697,726,1,2,NT,101,3,22
7105601,282,1009,23770,5,46,NT,246,6,52
7105602,465,815,2482,1,5,NT,118,3,25
7105603,615,949,12815,3,25,NT,171,4,37
7105604,534,918,8985,2,18,NT,150,4,32
7105605,395,398,33,1,1,NT,19,1,5
7105606,222,849,3805,1,8,NT,129,3,28
7105609,115,964,15166,3,29,NT,188,4,40
7105610,279,973,16493,4,32,NT,193,5,41
7105701,59,375,25,1,1,NT,13,1,3
7105702,181,508,160,1,1,NT,55,2,12
7105703,369,984,18436,4,36,NT,204,5,43
7105704,235,887,6183,2,12,NT,138,3,30
7105705,440,1081,41870,8,80,NT,407,9,86
7105706,174,1066,38327,8,73,NT,378,8,80
7105707,306,1078,41171,8,79,NT,399,9,85
7105708,555,862,4501,1,9,NT,131,3,28
7105709,495,881,5745,2,11,NT,134,3,29
7105710,338,841,3451,1,7,NT,124,3,27
7105711,538,912,8370,2,16,NT,147,4,31
7105712,206,679,626,1,2,NT,99,3,21
7105713,331,807,2233,1,5,NT,117,3,25
7105801,453,592,322,1,1,NT,83,2,18
7105802,94,413,45,1,1,NT,22,1,5
7105803,381,826,2837,1,6,NT,120,3,26
7105804,378,491,137,1,1,NT,48,2,11
7105805,188,658,538,1,2,NT,97,3,21
7105806,66,537,210,1,1,NT,69,2,15
7105807,169,964,15151,3,29,NT,187,4,40
7105808,201,951,13120,3,25,NT,173,4,37
7105901,2111,474,109,1,1,NT,40,1,9
7105902,190,308,9,1,1,NT,8,1,2
7106001,84,560,258,1,1,NT,74,2,16
7106002,144,848,3772,1,8,NT,128,3,27
7106003,1528,573,284,1,1,NT,81,2,18
7106004,374,649,498,1,1,NT,94,2,20
7106005,448,593,325,1,1,NT,85,2,18
7106101,1174,563,260,1,1,NT,75,2,16
7106102,309,539,213,1,1,NT,71,2,15
7106103,2292,577,291,1,1,NT,82,2,18
7106104,273,523,186,1,1,NT,63,2,14
7106105,56,481,120,1,1,NT,45,1,10
7106106,61,533,201,1,1,NT,68,2,15
7106107,122,731,990,1,2,NT,107,3,23
7106108,421,565,263,1,1,NT,77,2,17
7106201,175,598,342,1,1,NT,86,2,19
7106202,402,1081,42097,9,81,NT,408,9,86
7106203,442,511,166,1,1,NT,56,2,12
7106205,834,592,323,1,1,NT,84,2,18
7106206,283,1115,49272,10,94,NT,451,10,95
7106207,295,1062,37217,8,71,NT,370,8,78
7106209,126,646,480,1,1,NT,93,2,20
7106301,219,251,3,1,1,NT,3,1,1
7106303,875,367,23,1,1,NT,11,1,3
7106304,311,479,115,1,1,NT,42,1,9
7106305,1083,402,37,1,1,NT,21,1,5
7106307,2122,606,369,1,1,NT,90,2,19
7106308,842,787,1764,1,4,NT,114,3,25
7106309,834,443,70,1,1,NT,28,1,6
7106310,400,302,6,1,1,NT,5,1,2
7106311,157,530,198,1,1,NT,67,2,15
7106312,115,525,189,1,1,NT,65,2,14
7106313,130,522,182,1,1,NT,61,2,13
7106314,72,451,83,1,1,NT,33,1,7
7106315,116,506,155,1,1,NT,53,2,12
7106317,27,643,472,1,1,NT,92,2,20
7106402,456,1053,34780,7,67,NT,346,8,73
7106403,910,1075,40429,8,77,NT,393,9,83
7106404,713,1092,44629,9,85,NT,428,10,91
7106405,635,1082,42309,9,81,NT,412,9,87
7106406,599,1092,44542,9,85,NT,427,9,90
7106407,503,1076,40836,8,78,NT,396,9,84
7106501,310,514,172,1,1,NT,58,2,13
7106502,510,440,68,1,1,NT,27,1,6
7106503,115,838,3299,1,7,NT,123,3,26
7106504,293,505,153,1,1,NT,51,2,11
7106505,105,227,2,1,1,NT,2,1,1
7106506,244,960,14384,3,28,NT,180,4,38
7106507,280,473,108,1,1,NT,39,1,9
7106508,193,968,15694,3,30,NT,190,5,41
7106601,374,884,5946,2,12,NT,135,3,29
7106602,415,774,1541,1,3,NT,113,3,24
7106603,67,842,3470,1,7,NT,125,3,27
7106604,686,460,91,1,1,NT,35,1,8
7106605,56,1052,34655,7,66,NT,345,8,73
7106606,485,480,118,1,1,NT,44,1,10
7106607,100,420,52,1,1,NT,23,1,5
7106608,1055,526,191,1,1,NT,66,2,14
7106611,259,549,230,1,1,NT,73,2,16
7106612,183,434,61,1,1,NT,26,1,6
7106613,217,396,32,1,1,NT,18,1,4
7106701,447,1021,26482,6,51,NT,270,6,57
7106702,566,995,20701,4,40,NT,224,5,48
7106703,363,947,12518,3,24,NT,168,4,36
7106704,526,891,6504,2,13,NT,140,3,30
7106705,390,885,6055,2,12,NT,136,3,29
7106706,344,902,7406,2,15,NT,144,4,31
7106707,563,987,19104,4,37,NT,211,5,45
7106708,493,886,6104,2,12,NT,137,3,29
7106709,162,1043,32154,7,62,NT,318,7,67
7106710,33,1046,32931,7,63,NT,328,7,70
7106711,328,1040,31437,6,60,NT,309,7,66
7106712,298,1075,40408,8,77,NT,392,9,83
7106713,143,281,4,1,1,NT,4,1,1
7106714,240,121,1,1,1,NT,1,1,1
7106715,353,1049,33667,7,65,NT,337,8,71
7106716,294,449,76,1,1,NT,29,1,7
7106717,743,1144,52205,10,100,NT,473,10,100
7106718,317,1010,24003,5,46,NT,249,6,53
7106719,685,1074,40247,8,77,NT,389,9,82
7106720,411,929,10276,2,20,NT,160,4,34
7106721,49,1028,28365,6,54,NT,283,6,60
7106722,481,1044,32384,7,62,NT,322,7,68
7106723,364,870,4964,1,10,NT,133,3,29
7106724,380,919,9145,2,18,NT,153,4,33
7106725,235,998,21293,5,41,NT,229,5,49
7106801,105,1021,26454,6,51,NT,269,6,57
7106802,233,794,1916,1,4,NT,115,3,25
7106803,88,398,34,1,1,NT,20,1,5
7106804,127,484,125,1,1,NT,46,1,10
7106805,192,349,19,1,1,NT,9,1,2
7106806,344,602,356,1,1,NT,88,2,19
7106807,655,570,276,1,1,NT,79,2,17
7106808,138,816,2533,1,5,NT,119,3,26
7106809,264,601,350,1,1,NT,87,2,19
7106810,132,518,174,1,1,NT,59,2,13
7106811,71,1029,28494,6,55,NT,285,7,61
7106812,158,893,6674,2,13,NT,141,3,30
8100101,331,1088,43723,9,84,ACT,468,6,54
8100102,374,1141,52068,10,100,ACT,823,10,95
8100103,293,1116,49408,10,94,ACT,668,8,77
8100104,486,1136,51744,10,99,ACT,803,10,93
8100105,539,1106,47582,10,91,ACT,597,7,69
8100106,461,1108,47991,10,92,ACT,615,8,71
8100201,505,945,12343,3,24,ACT,26,1,3
8100202,342,958,14139,3,27,ACT,32,1,4
8100203,449,1114,49147,10,94,ACT,658,8,76
8100206,487,1116,49479,10,95,ACT,672,8,78
8100207,581,1088,43758,9,84,ACT,470,6,55
8100208,410,1048,33457,7,64,ACT,215,3,25
8100209,307,827,2887,1,6,ACT,4,1,1
8100210,366,1061,36946,8,71,ACT,291,4,34
8100211,547,985,18807,4,36,ACT,60,1,7
8100212,439,1104,47314,9,90,ACT,588,7,68
8100301,363,1124,50526,10,97,ACT,719,9,83
8100302,611,1141,52060,10,100,ACT,822,10,95
8100303,674,1128,51081,10,98,ACT,759,9,88
8100304,234,1156,52502,10,100,ACT,860,10,99
8100305,668,1114,49148,10,94,ACT,659,8,76
8100306,388,1124,50590,10,97,ACT,725,9,84
8100307,241,1126,50850,10,97,ACT,738,9,85
8100309,274,1139,51993,10,99,ACT,817,10,95
8100310,255,1120,49999,10,96,ACT,696,9,81
8100311,280,1137,51855,10,99,ACT,811,10,94
8100312,408,1153,52465,10,100,ACT,853,10,99
8100313,548,1119,49895,10,95,ACT,692,8,80
8100401,248,1031,29076,6,56,ACT,144,2,17
8100402,425,1091,44242,9,85,ACT,484,6,56
8100403,467,1014,24778,5,48,ACT,102,2,12
8100404,365,990,19657,4,38,ACT,66,1,8
8100405,455,974,16754,4,32,ACT,41,1,5
8100406,579,930,10327,2,20,ACT,18,1,3
8100407,528,921,9346,2,18,ACT,15,1,2
8100501,299,1014,24945,5,48,ACT,104,2,12
8100502,406,1106,47681,10,91,ACT,604,7,70
8100503,344,1101,46525,9,89,ACT,553,7,64
8100504,302,1098,45838,9,88,ACT,536,7,62
8100505,388,1096,45545,9,87,ACT,526,7,61
8100506,177,1101,46588,9,89,ACT,556,7,64
8100507,339,1142,52114,10,100,ACT,829,10,96
8100508,232,1079,41615,8,80,ACT,413,5,48
8100509,406,1049,33809,7,65,ACT,224,3,26
8100601,824,1031,29153,6,56,ACT,146,2,17
8100602,210,1102,46713,9,89,ACT,560,7,65
8100603,639,1091,44446,9,85,ACT,490,6,57
8100604,290,1096,45543,9,87,ACT,525,7,61
8100605,418,1116,49340,10,94,ACT,666,8,77
8100606,325,1067,38351,8,73,ACT,321,4,37
8100607,472,1099,46242,9,88,ACT,545,7,63
8100608,444,1063,37542,8,72,ACT,296,4,35
8100609,366,1108,48112,10,92,ACT,623,8,72
8100610,355,1067,38359,8,73,ACT,322,4,38
8100611,469,1039,31160,6,60,ACT,184,3,22
8100612,542,1113,48929,10,94,ACT,650,8,75
8100613,254,1106,47718,10,91,ACT,605,7,70
8100614,343,1110,48321,10,92,ACT,628,8,73
8100615,219,1005,22851,5,44,ACT,89,2,11
8100616,497,1089,43820,9,84,ACT,472,6,55
8100617,436,1071,39376,8,75,ACT,355,5,41
8100701,519,1058,36056,7,69,ACT,276,4,32
8100702,247,1124,50647,10,97,ACT,730,9,85
8100703,490,1130,51268,10,98,ACT,771,9,89
8100704,200,1096,45516,9,87,ACT,524,7,61
8100705,453,1124,50573,10,97,ACT,722,9,84
8100706,379,1059,36485,7,70,ACT,284,4,33
8100707,475,1123,50447,10,96,ACT,714,9,83
8100708,310,1043,32245,7,62,ACT,197,3,23
8100709,341,1000,21678,5,42,ACT,76,1,9
8100710,391,1074,40109,8,77,ACT,376,5,44
8100711,587,1053,34792,7,67,ACT,245,3,29
8100712,419,1056,35592,7,68,ACT,266,4,31
8100713,320,1028,28275,6,54,ACT,136,2,16
8100714,291,1090,44166,9,85,ACT,483,6,56
8100801,389,937,11306,3,22,ACT,21,1,3
8100802,494,1010,24038,5,46,ACT,95,2,11
8100803,441,1002,22250,5,43,ACT,82,1,10
8100804,284,919,9147,2,18,ACT,12,1,2
8100805,488,1071,39547,8,76,ACT,361,5,42
8100806,370,1106,47599,10,91,ACT,601,7,70
8100807,638,1069,38865,8,74,ACT,334,4,39
8100808,358,1033,29444,6,57,ACT,153,2,18
8100809,548,1065,37908,8,73,ACT,310,4,36
8100810,356,1050,34084,7,65,ACT,227,3,27
8100811,244,1048,33533,7,64,ACT,220,3,26
8100812,435,985,18664,4,36,ACT,59,1,7
8100901,372,1091,44307,9,85,ACT,486,6,56
8100902,271,1092,44578,9,85,ACT,495,6,57
8100903,443,1084,42712,9,82,ACT,440,6,51
8100904,359,1134,51582,10,99,ACT,787,10,91
8100905,340,1122,50273,10,96,ACT,704,9,82
8100906,480,1101,46640,9,89,ACT,557,7,65
8100907,306,1022,26879,6,52,ACT,123,2,15
8100908,323,1097,45739,9,87,ACT,533,7,62
8100909,289,1034,29668,6,57,ACT,157,2,19
8100910,385,1094,45043,9,86,ACT,509,6,59
8101001,371,1046,32887,7,63,ACT,205,3,24
8101002,374,1070,39112,8,75,ACT,342,4,40
8101003,482,1095,45232,9,87,ACT,515,6,60
8101004,356,1119,49898,10,95,ACT,693,8,80
8101005,542,1110,48396,10,93,ACT,631,8,73
8101101,632,1099,46202,9,88,ACT,544,7,63
8101102,346,1096,45453,9,87,ACT,520,6,60
8101103,632,1087,43506,9,83,ACT,461,6,54
8101104,456,1083,42370,9,81,ACT,433,5,50
8101105,293,1043,32298,7,62,ACT,198,3,23
8101106,243,1056,35577,7,68,ACT,265,4,31
8101108,200,1094,44931,9,86,ACT,505,6,59
8101109,249,1137,51815,10,99,ACT,809,10,94
8101110,257,1051,34183,7,66,ACT,230,3,27
8101301,209,1085,42946,9,82,ACT,445,6,52
8101302,507,977,17223,4,33,ACT,46,1,6
8101303,359,1154,52483,10,100,ACT,855,10,99
8101304,306,1127,51005,10,98,ACT,751,9,87
8101305,420,1114,48979,10,94,ACT,651,8,75
8101306,344,1131,51381,10,98,ACT,777,9,90
